,Title,Author,Issue,Type ,Description,Date
1518,Federal Depository Status for State Appellate Court Libraries,"Taylor, Raymond M.",Issue 1,comments,,1973
1519,A Statistical Survey 1971 of Canadian Law School Libraries and Librarians,"Scott, Marianne",Issue 1,article,,1973
1520,An Introduction to Research on International Tax Agreements,"Lukes, Frank",Issue 1,article,,1973
1521,State Law Libraries Weight of Fatigue,"Poe, Elizabeth Holt",Issue 1,comments,,1973
1522,Hours of Opening and After-Hours Access in University Law Libraries,"Cogswell, Robert E.",Issue 1,article,,1973
1523,Hours of Opening and After-Hours Access in University Law Libraries,"Wolfe, Bardie C.",Issue 1,article,,1973
1524,"Law and Economics: A Bibliographical Survey, 1965-1972","Samuels, Warren J.",Issue 1,article,,1973
1525,Operation Compulex: What Are We Doing and Where Are We Going,"Silverman, Hugh W.",Issue 2,article,,1973
1526,Whom We Shall Serve: Secondary Patrons of the University Law School Library,"Allen, Cameron",Issue 2,article,,1973
1527,Planning Update--Commentary and Bibliography,"Kelly, Robert Q.",Issue 2,comments,,1973
1528,Films 16mm in Legal Education,"Davis, Katharine Cleland",Issue 2,article,,1973
1529,Statistical Survey 1972 of Law School Libraries and Librarians,"Lewis, Alfred J.",Issue 2,article,,1973
1530,Protection of Libraries,"Trelles, Oscar M.",Issue 3,article,,1973
1531,Present Legal Status and Conditions of Prison Law Libraries,"Werner, O. James",Issue 3,article,,1973
1532,Outlines for a Bibliography on Uniform Law,"Rodino, Walter",Issue 3,article,,1973
1533,The History of Unidroit and the Methods of Unification,"Matteucci, Mario",Issue 3,article,,1973
1534,Statistical Survey of Government Law Libraries,"Gonzalez, Silvia",Issue 3,article,,1973
1535,Law School Libraries: Survey Relating to Autonomy and Faculty Status,"Bailey, James F.",Issue 1,article,,1974
1536,Law School Libraries: Survey Relating to Autonomy and Faculty Status,"Dee, Mathew F.",Issue 1,article,,1974
1537,In Re Law Library Miscellany,"Levy, Charlotte L.",Issue 1,article,,1974
1538,Factors to Consider When Cataloging and Classifyng United States Government Documents for Law Libraries,"Porter, Catherine A.",Issue 1,article,,1974
1539,Reclassification at Berkeley,"Schriefer, Kent",Issue 1,article,,1974
1540,Reclassification at Berkeley,"Atkins, Gregg",Issue 1,article,,1974
1541,Clinical Legal Education and the Law Library,"Grossman, George S.",Issue 1,article,,1974
1542,A Preliminary Listing of Current Publications of A.B.A.-Approved Law Schools and Their Libraries,"Allen, Cameron",Issue 1,article,,1974
1543,Corpus of the Written Cherokee Laws,"Strickland, Rennard",Issue 1,article,,1974
1544,Foreign Legal Periodicals in American Law Libraries 1973 Union List,"Schwerin, Kurt",Issue 1,index,,1974
1545,Foreign Legal Periodicals in American Law Libraries 1973 Union List,"Kavass, Igor I.",Issue 1,index,,1974
1546,County Law Libraries,"Ochal, Bethany J.",Issue 2,index,,1974
1547,State Law Libraries and Supreme Court Law Libraries,"Pershing, William E.",Issue 2,article,,1974
1548,State Law Libraries and Supreme Court Law Libraries,"Pershing, Laura M.",Issue 2,article,,1974
1549,Corporate Law Libraries--A Profile,"Kulpa, Lorraine A.",Issue 2,article,,1974
1550,Survey of Federal Court Libraries,"Hecht, Rachel",Issue 2,article,,1974
1551,Library of Congress Law Library,"Kenyon, Carleton W.",Issue 2,article,,1974
1552,Statistical Survey 1973 of Law School Libraries and Librarians,"Lewis, Alfred J.",Issue 2,article,,1974
1553,Law Libraries and Librarians: A Revisionist History; or More Than You Ever Wanted to Know,"Brock, Christine A.",Issue 3,article,,1974
1554,A Survey of the Writing and Publication of Opinions in Federal and State Appellate Courts,"Chanin, Leah F.",Issue 3,article,,1974
1555,Internship: A University of California and Los Angeles County Law Library Joint Venture,"Musmann, Klaus",Issue 3,article,,1974
1556,Internship: A University of California and Los Angeles County Law Library Joint Venture,"White, Bertha R.",Issue 3,article,,1974
1557,Internship: A University of California and Los Angeles County Law Library Joint Venture,"Enyingi, Peter",Issue 3,article,,1974
1558,Private Libraries for the Legal Profession,"Moreland, Carroll C.",Issue 3,comments,,1974
1559,Statistical Survey 1972 of the Law Firm Libraries and Librarians,"Head, Anita K.",Issue 3,article,,1974
1560,Library of Congress Subject Heading Modification and Development of the Subject Authority File at Los Angeles County Law Library,"Enyingi, Peter",Issue 1,article,,1975
1561,Library of Congress Subject Heading Modification and Development of the Subject Authority File at Los Angeles County Law Library,"Ford, William T.",Issue 1,article,,1975
1562,Library of Congress Subject Heading Modification and Development of the Subject Authority File at Los Angeles County Law Library,"Iamele, Richard T.",Issue 1,article,,1975
1563,Subject Cataloging Practices in American Law Libraries: A Survey ,"Enyingi, Peter",Issue 1,article,,1975
1564,New York University's Classification Scheme on Economic Integration Class KE,"Kleckner, Simone Marie",Issue 1,article,,1975
1565,Library Instruction in American Law Schools,"Sadow, Sandra",Issue 1,article,,1975
1566,Library Instruction in American Law Schools,"Beede, Benjamin R.",Issue 1,article,,1975
1567,Microform Brief,"Ochal, Bethany J.",Issue 1,article,,1975
1568,Attitudes of Law Librarians to Theft and Mutilation Control Methods,"Richmond, Michael L.",Issue 1,article,,1975
1569,Law Books as a Charitable Contribution,"Cole, Charles D. Jr.",Issue 1,article,,1975
1570,Statistical Survey 1972/73 of Canadian Law School Libraries and Librarians,"Scott, Marianne",Issue 1,misc,,1975
1571,"Medicine, Law, Librarianship: The Unique Contribution of George Edwin Wire","Beatty, William K.",Issue 1,article,,1975
1572,Federal Funds: Availability to Law Libraries,"Koslov, Marcia",Issue 2,article,,1975
1573,"Accreditation in Legal Education and in Education for Librarianship, 1878-1961","Parsons, Jerry L.",Issue 2,article,,1975
1574,Statistical Survey 1974 of Law School Libraries and Librarians,"Lewis, Alfred J.",Issue 2,misc,,1975
1575,Videotape in the Law Library,"Murray, Alice",Issue 2,comments,,1975
1576,Videotape in the Law Library,"Brody, Stuart A.",Issue 2,comments,,1975
1577,Automation in Law Libraries: The State of the Art,"Trelles, Oscar M.",Issue 3,article,,1975
1578,Law and Computers: Overview Update 1975,"Nycum, Peter",Issue 3,article,,1975
1579,The Doctrine of Fair Use as It Affects Libraries,"Stevenson, Iris Caroline",Issue 3,article,,1975
1580,Autonomous Law School Library: What It Can Mean to You                    ,"Bailey, James F. III",Issue 3,article,,1975
1581,Legal Literature and the Impact of Printing on the English Legal Profession,"Henderson, Edith G.",Issue 3,article,,1975
1582,A Look at American Law Reporting in the 19th Century,"Young, Thomas J. Jr.",Issue 3,article,,1975
1583,Price Index for Legal Publications,"Scott, Bettie",Issue 1,article,,1976
1584,Circulation Policy in Law Libraries,"Magavero, Gerard",Issue 1,article,,1976
1585,The Reference Librarian and the Pro Se Patron,"Begg, Robert T.",Issue 1,article,,1976
1586,"Study of the Classification of Legal Materials in the Law Libraries of the Library of Congress, the Los Angeles County Law Library, and the University of Chicago","Hess, Elmer B.",Issue 1,article,,1976
1587,Foreign Commercial Legislation in English,"Reynolds, Thomas H.",Issue 1,article,,1976
1588,Bibliography of SEC Publications and Sources,"Mahar, Ellen P.",Issue 1,index,,1976
1589,Documents of the Federal Trade Commission,"Margeton, Steve",Issue 1,article,,1976
1590,Basic Bibliography for Native American Law,"Dees, Harry",Issue 1,index,,1976
1591,Personnel Management,"Witkowski, Dianne",Issue 1,article,,1976
1592,Statistical Survey 1975 of Law School Libraries and Librarians,"Lewis, Alfred J.",Issue 2,misc,,1976
1593,"Impact of Computerized Methods on Legal Research Courses: A Survey of LEXIS Experience and Some Probable Effects of WESTLAW, The                 ","Dee, Mathew F.",Issue 2,article,,1976
1594,"Impact of Computerized Methods on Legal Research Courses: A Survey of LEXIS Experience and Some Probable Effects of WESTLAW, The                 ","Kessler, Ruth M.",Issue 2,article,,1976
1595,Statistical Survey 1975 of Law Libraries Serving a Local Bar,"Gonzalez, Silvia A.",Issue 2,misc,,1976
1596,Juris: Legal Information in the Department of Justice,"Hambleton, James E.",Issue 2,article,,1976
1597,A Nickel for Your ----: The Copyright Problem,"Doyle, Francis R.",Issue 2,article,,1976
1598,The Opinions of the State Attorneys General,"Chanin, Leah F.",Issue 2,comments,,1976
1599,Can the Use of Visual Media Hardware and Software Be of Any Value in Law Education,"Potts, Robert E.",Issue 2,article,,1976
1600,Women in Libraries,"Wahba, Susanne Patterson ",Issue 2,article,,1976
1601,Soviet Bibliographic Control over Legal Literature: A Historical Bibliography,"Bensman, Stephen J.",Issue 2,article,,1976
1602,President's Page,"Ellenberger, Jack S.",Issue 3,comments,,1976
1603,Sources for the Legal History of the American Revolution - Part I,"Wroth, Kinvin",Issue 3,article,Documents of the Colonial Conflict,1976
1604,Commentary on Sources for the Legal History of the American Revolution - Part II,"Warden, Gerard B.",Issue 3,article,Documents of the Colonial Conflict,1976
1605,Preservation and Conservation of Legal Materials,"Cunha, George M.",Issue 3,comments,,1976
1606,Bridge of Words: 18th Century Lawyers and Papers - Part I,"Zobel, Hiller B.",Issue 3,article,Lawyers' Papers as a Source of Legal History,1976
1607,Lawyers' Papers as a Source of Legal History: The 19th Century - Part II,"Konefsky, Alfred",Issue 3,article,Lawyers' Papers as a Source of Legal History,1976
1608,Lawyers' Papers as a Source of Legal History: The 20th Century - Part III,"Auerbach, Jerold S.",Issue 3,article,Lawyers' Papers as a Source of Legal History,1976
1609,Acquisitions - Part I,"Moody, Myrtle A.",Issue 3,article,Library Administration of Historical Materials,1976
1610,Library Administration of Historical Materials: Cataloging - Part II,"Moody, Margaret M.",Issue 3,article,Library Administration of Historical Materials,1976
1611,Library Administration of Historical Materials: Exhibits - Part III,"Chadbourne, Erika S.",Issue 3,article,Library Administration of Historical Materials,1976
1612,Library Administration of Historical Materials: Microforms - Part IV,"Surrency, Erwin C.",Issue 3,article,Library Administration of Historical Materials,1976
1613,The Misery of Historians: Legal History and the Civil War,"Hyman, Harold M.",Issue 3,article,,1976
1614,The Use of Early American Court Records in Historical Research,"Flaherty, David H.",Issue 3,article,,1976
1615,American Law Library Book Catalogs - Part I,"Taylor, Betty W.",Issue 3,article,Bibliographic Control and Guides to Historical Sources,1976
1616,Checklist of Serials - Part II,"Pimsleur, Meira G.",Issue 3,article,Bibliographic Control and Guides to Historical Sources,1976
1617,General Monographic Bibliographies - Part III,"Halevy, Balfour J.",Issue 3,article,Bibliographic Control and Guides to Historical Sources,1976
1618,Legal Monographic Bibliographies - Part IV,"Cohen, Morris L.",Issue 3,article,Bibliographic Control and Guides to Historical Sources,1976
1619,"In Memoriam: William S. Hein, Sr.","Kavass, Igor I.",Issue 3,article,,1976
1620,President's Page,"Ellenberger, Jack S.",Issue 4,comments,,1976
1621,Part I - Records and Briefs,"Surrency, Erwin C.",Issue 4,comments,Documentary Sources for the Study of U.S. Supreme Court Litigation,1976
1622,Part II - Resources in the Supreme Court Library,"Evans, Patricia",Issue 4,comments,Documentary Sources for the Study of U.S. Supreme Court Litigation,1976
1623,Part III - Materials in the National Archives,"McReynolds, Michael",Issue 4,comments,Documentary Sources for the Study of U.S. Supreme Court Litigation,1976
1624,Part I - Historic Trials: The Place of Persons in the Order of Things,"Mazor, Lester J.",Issue 4,comments,Special Sources of American Legal History,1976
1625,Part II - Biography in Legal History,"Botein, Stephen W.",Issue 4,comments,Special Sources of American Legal History,1976
1626,Part III - Treatise Literature,"Horwitz, Morton J.",Issue 4,comments,Special Sources of American Legal History,1976
1627,Recent Trends in Legal Historiography,"Gordon, Robert W.",Issue 4,article,,1976
1628,Part I - Introductory Remarks,"Strait, George A.",Issue 4,comments,Group Roles in American Legal History,1976
1629,Part II - Blacks,"Ferguson, Clyde Jr.",Issue 4,comments,Group Roles in American Legal History,1976
1630,Part III - the Role of Native Americans in American Legal History,"Funke, Karl A.",Issue 4,comments,Group Roles in American Legal History,1976
1631,Part III - the Role of Native Americans in American Legal History,"Kickingbird, Kirke",Issue 4,comments,Group Roles in American Legal History,1976
1632,Part IV - People of Spanish Descent,"Gonzalez, Armando",Issue 4,comments,Group Roles in American Legal History,1976
1633,Part V - Women,"Rasmussun, Laura",Issue 4,comments,Group Roles in American Legal History,1976
1634,Government Litigation Files as a Source of Legal History,"Irons, Peter H.",Issue 4,comments,,1976
1635,In Memory of Charles A. McNabb,"Powers, William J. Jr.",Issue 4,comments,,1976
1636,Functions and Jurisdiction of the United States Court of Customs Appeals,"Wemple, William L.",Issue 2,article,,1914
1637,Some Auxiliaries of Statute Revision,"Belitz, Arthur F.",Issue 2,article,,1914
1638,The Genesis of an Act of Congress,"Bryan, Henry L.",Issue 3,article,,1914
1639,Bill Drafting,"Beaman, Middleton",Issue 3,article,,1914
1640,English Law Libraries,"Deiser, George F.",Issue 4,article,,1914
1641,President's Page,"Ellenberger, Jack",,comments,,1977
1642,President's Page II,"Ellenberger, Jack S.",,comments,,1977
1643,Art and the Law,"Weil, Stephen E.",Issue 1,comments,,1977
1644,Law and the Visual Arts: An Annotated Bibliography,"Berkowitz, Rhoda L.",Issue 1,article,,1977
1645,Guide to Israel Legal Bibliography: Primary Sources,"Snyder, Esther Mann",Issue 1,article,,1977
1646,Microphobia in the Legal Profession,"Story, Allen C.",Issue 1,comments,,1977
1647,Cataloging Legal Materials On-Line,"Matthews, Elizabeth W.",Issue 1,comments,,1977
1648,Continuing Education for Law Librarianship,"Gasaway, Laura N.",Issue 1,article,,1977
1649,Continuing Education for Law Librarianship,"Margeton, Steve",Issue 1,article,,1977
1650,Introduction: Why Networks for Libraries,"Brock, Christine A.",Issue 1,article,Library Networks Revisited-A Symposium,1977
1651,Some Characteristics of Legal Information and Their Importance in the Economics of Networks,"Smith, Frederick E.",Issue 1,article,Library Networks Revisited-A Symposium,1977
1652,Prototype for a Regional Law Library Network,"Kulpa, Lorraine A.",Issue 1,article,Library Networks Revisited-A Symposium,1977
1653,Law Library Consortium Data Base Components and Standards Study Group Report,"Grossman, George S.",Issue 1,article,Library Networks Revisited-A Symposium,1977
1654,Law Library Consortium Data Base Components and Standards Study Group Report,"Henke, Dan F.",Issue 1,article,Library Networks Revisited-A Symposium,1977
1655,Law Library Consortium Data Base Components and Standards Study Group Report,"Taylor, Betty W.",Issue 1,article,Library Networks Revisited-A Symposium,1977
1656,A Selected Bibliography on Library Networks,"Strable, Jane",Issue 1,article,Library Networks Revisited-A Symposium,1977
1657,United States Copyright Revision and Its Legislative History,"Marke, Julius J.",Issue 2,article,,1977
1658,"Not by Books Alone: Library Copying of Nonprint, Copyrighted Material","Golub, Melinda V.",Issue 2,article,,1977
1659,How to Research Copyright Law,"Chee, Luciana",Issue 2,article,,1977
1660,Statistical Survey 1976 of Law School Libraries and Librarians,"Lewis, Alfred J.",Issue 2,article,,1977
1661,Statistical Survey 1976 of Law Libraries Serving a Local Bar,"Gonzalez, Silvia A.",Issue 2,article,,1977
1662,Rights of Students in Higher Education: A Due Process Emphasis,"Fletcher, Pamela W.",Issue 3,article,,1977
1663,Rights of Students in Higher Education: A Due Process Emphasis,"Ripps, Stephen R.",Issue 3,article,,1977
1664,Starting a Law School Library,"Levy, Charlotte L.",Issue 3,article,,1977
1665,Starting a Law School Library,"Koster, Gregory E.",Issue 3,article,,1977
1666,Administrative Assistants: Key Roles for a Nonlawyer Nonlibrarian in a Law Library,"Thomas, David A.",Issue 3,article,,1977
1667,Management Techniques Using Traditional Library Records,"Gasaway, Laura N.",Issue 3,article,,1977
1668,New Directions in Education for Law Librarianship,"Morse, Anita L.",Issue 3,article,,1977
1669,The Role and the Experiences of Supreme Court Law Clerks: An Annotated Bibliography,"Garcia, Lana Caswell",Issue 3,article,,1977
1670,"Legal Research Instruction in Law Schools, The State of the Art or, Why Law School Graduates Do Not Know How to Find the Law","Mills, Robin K.",Issue 3,article,,1977
1671,Subject Access to a Bibliographic Data Base for Law and Related Fields,"Sandmeyer, Ellen C.",Issue 3,article,,1977
1672,Semantic Methods in Legal Research,"Sangster, Barbara C.",Issue 3,comments,,1977
1673,A Note on Sources for Scientific Research for Lawyers,"Sherman, James G.",Issue 3,comments,,1977
1674,Recent Developments in Securities Law,"Levine, Theodore A.",Issue 4,comments,,1977
1675,"Public's Access to Government--Freedom of Information, Privacy and Sunshine Acts - an Address","Ward, Peter C.",Issue 4,comments,,1977
1676,Highest Aspirations or Barbarous Acts--The Explosion in Human Rights Documentation: A Bibliographic Survey,"Reynolds, Thomas H.",Issue 1,comments,Comments,1978
1677,Defining Death and Dying: A Bibliographic Overview,"Price, Kathleen",Issue 1,comments,Comments,1978
1678,Legal Implications of the Arab Economic Boycott of the State of Israel: A Research Guide,"Mersky, Roy M.",Issue 1,article,,1978
1679,Legal Implications of the Arab Economic Boycott of the State of Israel: A Research Guide,"Richmond, Michael L.",Issue 1,article,,1978
1680,A Researcher's Guide to the Watergate Affair--Part I,"Dick, Barrett",Issue 1,comments,Comments,1978
1681,From out of the Past and into the Future,"Caulfield, Monica",Issue 1,comments,Comments,1978
1682,Publishing in International Law: History and Contemporary Analysis,"Cohen, Philip F.",Issue 1,article,,1978
1683,The Private Law Librarian--A Complete Library Professional,"Begleiter, Ronni F.",Issue 1,article,,1978
1684,Teaching Practices of Academic Law Librarians,"Brock, Christine Anderson",Issue 1,article,,1978
1685,Teaching Practices of Academic Law Librarians,"Edelman, Gayle Smith",Issue 1,article,,1978
1686,Current Problems Facing State Law Libraries,"Wolfe, Charles B.",Issue 1,article,,1978
1687,In Search of Standards for Public Law Libraries,"Ochal, Bethany J.",Issue 1,article,,1978
1688,Microform Update: Current Trends for Law Libraries,"Schwark, Sabine",Issue 1,article,,1978
1689,Microform Update: Current Trends for Law Libraries,"Breakstone, Barbara R.",Issue 1,article,,1978
1690,Legal Research in a Side Carousel,"Spencer, Karen L.",Issue 1,article,,1978
1691,Impact of Lexis on the Law Firm Library: A Survey,"Myers, Mindy J.",Issue 1,comments,Comments,1978
1692,Greater Philadelphia Law Library Association 1977 Survey,"Shediac, Margaret",Issue 1,comments,Comments,1978
1693,Legal Periodical Usage Survey: Method and Application,"Johnson, Nancy P.",Issue 1,comments,Comments,1978
1694,Budgeting in Private Law Firm Libraries,"Carter, Ann M.",Issue 1,article,,1978
1695,Price Index for Legal Publications,"Scott, Bettie",Issue 1,article,,1978
1696,"No Cheers for the American Law School--A Legal Historian's Complaint, Plea, and Modest Proposal","Hyman, Harold M.",Issue 2,article,,1978
1697,Marketing the Law School Library,"Gwynn, M. Beth",Issue 2,article,,1978
1698,Recent Developments in Federal Documents,"Axel-Lute, Paul",Issue 2,legislation,,1978
1699,Fitzherbert's Natura Brevium: A Bibliographic Survey,"Boersma, Frederick Lister",Issue 2,comments,Comments,1978
1700,A Researcher's Guide to the Watergate Affair--Part II,"Dick, Barrett",Issue 2,comments,Comments,1978
1701,"Motivation, Performance and Job Satisfaction of Librarians","Wahba, Susanne Patterson",Issue 2,article,,1978
1702,A New Law Firm Partnership: Administrators and Librarians,"Johnson, Beverlee",Issue 2,article,,1978
1703,A New Law Firm Partnership: Administrators and Librarians,"Rose, Verlinda C.",Issue 2,article,,1978
1704,Minorities Employed in Law Libraries,"Brecht, Albert",Issue 2,article,,1978
1705,Minorities Employed in Law Libraries,"Mills, Robin",Issue 2,article,,1978
1706,1977 Statistical Survey of Law Libraries Seving a Local Bar,"Gonzalez, Silvia A.",Issue 2,comments,Comments,1978
1707,1977  Statistical Survey of Law School Libraries and Librarians,"Lewis, Alfred J.",Issue 2,comments,Comments,1978
1708,The Southern California Association of Law Libraries at Age 25--An Informal Biography,"Caulfield, Monica",Issue 2,comments,Comments,1978
1709,Sir Anthony Fitzherbert: A Biographical Sketch and Short Bibliography,"Boersma, Frederick Lister",Issue 3,comments,Comments,1978
1710,Legal and Bibliographic Developments in Law and the Visual Arts: One Year Later,"Berkowitz, Rhoda L.",Issue 3,comments,Comments,1978
1711,Supreme Court Memorial Proceedings and Related Items: An Index,"Mersky, Roy M.",Issue 3,index,,1978
1712,Supreme Court Memorial Proceedings and Related Items: An Index,"McCrary, Christy B.",Issue 3,index,,1978
1713,A Researcher's Guide to the Watergate Affair Part III,"Dick, Barrett",Issue 3,comments,Comments,1978
1714,"Autonomy, Librarian Status, and Librarian Tenure in Law School Libraries: The State of the Art, 1978","Bailey, James F. III",Issue 3,article,,1978
1715,"Autonomy, Librarian Status, and Librarian Tenure in Law School Libraries: The State of the Art, 1978","Trelles, Oscar M. II",Issue 3,article,,1978
1716,Indexing for Publishers,"Bander, Edward J.",Issue 3,index,,1978
1717,Introducing Students to LEXIS: A Model Self-Teaching Exercise,"Laurence, Robert",Issue 3,article,,1978
1718,LEXIS vs. WESTLAW: An Analysis of Automated Education,"Munro, Robert J.",Issue 3,article,,1978
1719,LEXIS vs. WESTLAW: An Analysis of Automated Education,"Bolanos, J. A. ",Issue 3,article,,1978
1720,LEXIS vs. WESTLAW: An Analysis of Automated Education,"May, Jon",Issue 3,article,,1978
1721,Selection of Government Documents in Law School Libraries,"Schlueter, Kay",Issue 3,article,,1978
1722,Cataloging and Classification Practices in Law Libraries: Results of a Questionaire,"Piper, Patricia L.",Issue 3,article,,1978
1723,Cataloging and Classification Practices in Law Libraries: Results of a Questionaire,"Kwan, Cecilia Hing Ling",Issue 3,article,,1978
1724,COM Catalog vs. Card Catalog: The Experience of the University of Oregon Law Library,"Hyatt, Dennis",Issue 4,comments,Planning for a Change,1978
1725,International Executive Agreements: A Guide to the Legal Issues and Research Sources,"Leary, Margaret A.",Issue 1,article,,1979
1726,The Arab-Israeli Conflict: A Legal Bibliography,"Silverburg, Sanford R.",Issue 1,comments,Bibliography,1979
1727,Juvenile Justice: A Bibliographic Essay,"Kondak, Ann",Issue 1,comments,Essay,1979
1728,Job Descriptions: New Uses for a Familiar Tool,"Klingner, Donald E.",Issue 1,article,,1979
1729,A Law Library Consulting Service in the Philadelphia Area,"Doms, Margaret T.",Issue 1,article,,1979
1730,Clinical Legal Education and the Law Library--An Update,"Grossman, George S.",Issue 1,article,,1979
1731,The Quality of OCLC Bibliographic Records: The Cornell Law Library Experience,"Boissonnas, Christian M.",Issue 1,article,,1979
1732,"The Ethical Aspects of Photocopying as They Pertain to the Library, the User and the Owner of Copyright","Tseng, Henry P.",Issue 1,article,,1979
1733,The Photocopying Machine: How Did It Begin,"Sawyer, Michael E.",Issue 1,article,,1979
1734,A Survey of Computerized Legislative Information Systems,"Schulte, Linda",Issue 1,comments,Comments,1979
1735,Survey of Professional Attitudes toward Research Retrieval Systems,"Rogers, Elaine",Issue 1,comments,Comments,1979
1736,Survey of Professional Attitudes toward Research Retrieval Systems,"Cooper, William L.",Issue 1,comments,Comments,1979
1737,Price Index for Legal Publications,"Scott, Bettie",Issue 1,article,,1979
1738,Doing Justice,"Bander, Ed",Issue 1,article,,1979
1739,Reference Service vs. Legal Advice: Is It Possible to Draw the Line,"Mills, Robin K.",Issue 2,article,,1979
1740,Current Subject Compilations of State Laws: Research Guide and Annotated Bibliography,"Boast, Carol",Issue 2,index,Bibliography,1979
1741,Current Subject Compilations of State Laws: Research Guide and Annotated Bibliography,"Foster, Lynn",Issue 2,index,Bibliography,1979
1742,"Federal Documents, 1978","Axel-Lute, Paul",Issue 2,article,,1979
1743,France: Libraries of Law and Librarians,"Germain, Claire M.",Issue 2,article,,1979
1744,The Bottom Lines: Fifty Years of Legal Footnoting in Review,"Wheeler, Edd D.",Issue 2,article,,1979
1745,Developing and Implementing a Law School Westlaw Orientation Program,"Zick, Kenneth A.",Issue 2,article,,1979
1746,State Administrative Decisions: A Very Preliminary Listing,"Allen, Cameron",Issue 2,article,,1979
1747,1978 Statistical Survey of Law School Libraries and Librarians,"Lewis, Alfred J.",Issue 2,comments,Comments,1979
1748,Bar Relief,"Bander, Ed",Issue 2,article,,1979
1749,"Law Books and Legal Publishing in America, 1760-1840","Parrish, Jenni",Issue 3,article,,1979
1750,Professional Responsibility of Accountants and Lawyers before the Securities and Exchange Commission,"Kosek, Reynold",Issue 3,article,,1979
1751,Game Theory and Supreme Court Decision Making: A Bibliographic Overview,"Brenner, Saul",Issue 3,article,,1979
1752,Acquiring International Legal Materials: Some Things to Bear in Mind,"Gordon, Edward",Issue 3,article,,1979
1753,Establishing a New GPO Depository Documents Department in an Academic Law Library,"Larson, Kathleen T.",Issue 3,article,,1979
1754,Ballots at Boalt,"Schriefer, Kent",Issue 3,article,,1979
1755,Ballots at Boalt,"Christiani, Linnea",Issue 3,article,,1979
1756,Disabled Libraries: An Examination of Physical and Attitudinal Barriers to Handicapped Library Users,"Begg, Robert T.",Issue 3,article,,1979
1757,Southern California Association of Law Libraries 1979 Salary Survey ,"Estes, Mark E.",Issue 3,comments,Comments,1979
1758,Doing Justice: Class Action,"Bander, Edward J.",Issue 3,article,,1979
1759,How to Perform a Patent Search: A Step by Step Guide for the Inventor,"Ollerenshaw, Kay",Issue 1,article,,1980
1760,A Checklist of Annual Surveys of State and Federal Laws,"Roehrenbeck, Carol A.",Issue 1,comments,Comments,1980
1761,An Annotated Bibliography of Current New York State Practice Materials,"Brown, Ronald L.",Issue 1,comments,Bibliography,1980
1762,Malpractice Liability of a Law Librarian,"Leone, Gerome",Issue 1,article,,1980
1763,A Case Study Approach to Legal Research: The Kent State Case,"Carrick, Kathleen M.",Issue 1,article,,1980
1764,Computer-Assisted Legal Research Instruction in Texas Law Schools,"Mersky, Roy M.",Issue 1,article,,1980
1765,Computer-Assisted Legal Research Instruction in Texas Law Schools,"Christensen, John E.",Issue 1,article,,1980
1766,An Update on Faculty Libraries,"Finch, Jean",Issue 1,article,,1980
1767,An Update on Faculty Libraries,"Flynn, Lauri R.",Issue 1,article,,1980
1768,Computerized Cataloging in Law Libraries: OCLC and RLIN Compared,"Norten, Melanie Nietmann",Issue 1,article,,1980
1769,Computerized Cataloging in Law Libraries: OCLC and RLIN Compared,"Hirst, Donna",Issue 1,article,,1980
1770,Rearranging a Law Library: A Case Study,"Johnson, Nancy P.",Issue 1,article,,1980
1771,Automation in the Private Law Library,"Marek, Kate",Issue 1,article,,1980
1772,Pennsylvania County Law Libraries: A Profile,"Foust, Judith M.",Issue 1,article,,1980
1773,1979 County Law Library Survey,"Gonzalez, Silvia A.",Issue 1,comments,Comments,1980
1774,Private Law Libraries Special Interest Section 1979 Salary Survey,"Shediac, Margaret",Issue 1,comments,Comments,1980
1775,Price Index for Legal Publications,"Scott, Bettie",Issue 1,article,,1980
1776,Anecodotes about the Supreme Court,"Bander, Ed",Issue 1,article,,1980
1777,Gerontology and the Law: A Selected Bibliography,"Mubarak, Jill",Issue 2,comments,Bibliography,1980
1778,Gerontology and the Law: A Selected Bibliography,"Sapienza, Diane",Issue 2,comments,Bibliography,1980
1779,Gerontology and the Law: A Selected Bibliography,"Shimane, Robert",Issue 2,comments,Bibliography,1980
1780,French Civil Law System Since 1804,"Bessette, Irene",Issue 2,article,,1980
1781,The Quebec Legal System,"Goulet, Jean",Issue 2,article,,1980
1782,"Selected Legislative History of the Federal Income, Estate and Gift Tax Laws Since 1913","Lang, Isa",Issue 2,article,,1980
1783,Law and Literature: A Comment and Bibliography of Secondary Works,"Papke, David R.",Issue 2,comments,Bibliography,1980
1784,Federal Documents 1979,"Schoenberg, Jill",Issue 2,article,,1980
1785,Law Library Book Orders: An Analysis of Current Practice,"Dickson, Lance E.",Issue 2,article,,1980
1786,1979 Statistical Survey of Law School Libraries and Librarians,"Thomas, David A.",Issue 2,comments,Comments,1980
1787,Greater Philadelphia Law Library Association 1979 Survey,"Leinbach, Anne E.",Issue 2,comments,Comments,1980
1788,Greater Philadelphia Law Library Association 1979 Survey,"Beardwood, Louise B.",Issue 2,comments,Comments,1980
1789,Anecdotes from Bander,"Bander, Ed",Issue 2,comments,Comments,1980
1790,Another Degree,"Krakora, Ed",Issue 3,notes,Note,1980
1791,Ordinary Joe in the Decision-Making Process: The Viability of Staff Participation in Law Library Administration,"Schanck, Peter C.",Issue 3,article,,1980
1792,An American in London Law Libraries,"Leinbach, Anne E.",Issue 3,article,,1980
